"Language","Glottocode","PC1","PC2"
"Wirangu","wira1265",2.14075986136204,0.0145677546633208
"Nhanda","nhan1238",2.37859623146866,-0.0746429535569356
"Zenaga","zena1248",0.382872621087364,0.227772044549185
"Arabic, Egyptian","egyp1253",-4.87772276064331,0.605496770891191
"Arabic, Moroccan","moro1292",-1.31115536920785,-0.0459165941829912
"Somali","soma1255",-3.33570725754785,3.4467003165561
"Berber, Siwa","siwi1239",-0.356448340830658,0.14245462256613
"Berber, Middle Atlas","east2803",-0.464979972265947,-0.304898723802476
"Uzbek","uzbe1247",-3.31247137080409,3.76946573642849
"Kazakh","kaza1248",0.0190763697283643,4.90717147134304
"Turkish","nucl1301",-4.29002468823144,4.29909594916074
"Georgian","nucl1302",-2.00974490503752,3.74610025646511
"Khanty","khan1279",3.25021853448752,0.0738622942234765
"Kamass","kama1351",2.78591540115051,0.192960914357981
"Mansi","mans1269",3.25021853448752,0.0738622942234765
"Burushaski","buru1296",0.772019785137488,0.582884637311197
"Gog-Nar","kokn1236",2.66638929508578,-0.387417579902857
"Kokota","koko1269",0.0476018802984535,-1.44910210173352
"Nalik","nail1244",0.0476018802984535,-1.44910210173352
"Manam","mana1399",0.0476018802984535,-1.44910210173352
"Kwaio","kwai1243",-0.831572993512817,-1.40468256080088
"Big Nambas","bign1238",-0.831572993512817,-1.40468256080088
"Naman","litz1237",1.20616183072388,-1.09225568455086
"Tape","mara1399",1.20616183072388,-1.09225568455086
"Savosavo","savo1255",0.787095387070841,0.629321331064362
"Araki","arak1252",1.20616183072388,-1.09225568455086
"Hoava","hoav1238",0.0476018802984535,-1.44910210173352
"Tuvalu","tuva1244",-2.41490283620023,-1.00790150878848
"Tuvalu","tuva1244",-2.41490283620023,-1.00790150878848
"Rapanui","rapa1244",0.669392619748658,-0.836213030345284
"Niuean","niue1239",-1.94089858225916,2.20416827996319
"Maori","maor1246",0.301318515171285,-0.952400017166317
"Kannada","nucl1305",-1.72289870437145,0.451527616824404
"Kolami","nort2699",1.64422842690342,0.3771116856095
"Khmer (Central)","cent1989",-5.37557208905503,3.83686657547709
"Puyuma","puyu1239",0.672545385971779,-1.30036378947109
"Mokilese","moki1238",-0.321494472646954,-1.46260413863194
"Tinrin",NA,1.24651353436738,-1.09970204714723
"Maleu-Kilenge","male1289",-0.831572993512817,-1.40468256080088
"Bariai","bari1286",-0.831572993512817,-1.40468256080088
"Lusi","lusi1240",-0.321494472646954,-1.46260413863194
"Kove","kove1237",0.0476018802984535,-1.44910210173352
"Amara","amar1272",0.0476018802984535,-1.44910210173352
"Mouk-Aria","mouk1239",-0.831572993512817,-1.40468256080088
"Lamogai","lamo1244",-0.831572993512817,-1.40468256080088
"Wembawemba","wemb1241",2.14075986136204,0.0145677546633208
"Madimadi","madh1244",2.50159968528651,0.0450711009907281
"Chamorro","cham1312",-2.4091798115781,2.20754887540719
"Bauzi","bauz1241",2.63492278027118,1.00225495426178
"Orya","orya1242",4.31639211172403,1.09459512609246
"Mauwake","mauw1238",0.135760416041284,-0.635226256927892
"Galela","gale1259",0.430799773200446,0.581340178932432
"Menya","meny1245",4.31639211172403,1.09459512609246
"Kwerba","nucl1595",3.87800154160543,0.925825386868892
"Agarabi","agar1252",0.600035171784426,-0.48861211791643
"Dumo","dumo1239",4.08279313624967,1.01446573450886
"Binandere","bina1277",-0.764453261884172,-0.19829573284951
"Orokaiva","orok1269",1.3564352103547,-0.509775973575802
"Suena","suen1241",-0.764453261884172,-0.19829573284951
"Kaugel","umbu1258",-0.343096878891008,-0.686094444547865
"Tabla","tabl1243",3.15374318565702,0.562799191126768
"Au","auuu1241",1.97120342200247,0.44286900532899
"Mufian","mufi1238",2.07496911245957,0.402179673517601
"Omaha","omah1248",2.36144036979221,0.270420643709462
"Bemba","bemb1257",-2.73523012418601,-0.747817282224794
"Ute","utee1244",4.18294927757889,0.747299269283697
"Ute","utee1244",4.22325405732021,0.762355692028353
"Ute","utee1244",3.50227558063799,0.180469835424206
"Ute","utee1244",3.32056705253681,0.132340528946059
"Ute","utee1244",4.16625112680345,0.710770924875966
"Ute","utee1244",4.16625112680345,0.710770924875966
"Ute","utee1244",4.16625112680345,0.710770924875966
"Ute","utee1244",4.16625112680345,0.710770924875966
"Ute","utee1244",2.81153565664507,0.114579892444544
"Wappo","wapp1239",4.04869989840559,0.698605098022121
"Wikchamni","wikc1234",3.15374318565702,0.562799191126768
"Zuni","zumi1245",1.73733367519791,1.00366690387274
"Thompson","thom1243",1.83166488183871,0.337403465081958
"Chumash, Ventureño","vent1242",4.81830950328772,0.712951797442101
"Choctaw","choc1276",0.993965037239611,0.573266844269018
"Caddo","cadd1256",3.27771916125828,0.752089858354247
"Caddo","cadd1256",1.75565454283193,1.22201013226336
"Bella Coola","bell1243",3.19417843239994,-0.0503496884531927
"Witsuwit’en","wits1234",3.15293231149802,0.0261697337895049
"Tunica","tuni1252",4.86754264225524,0.733702542307127
"Slave","slav1253",3.13087510853998,0.0473589127986449
"Zenzontepec Chatino","zenz1235",-0.191649184401364,-0.0140090022413372
"Nen","nenn1238",2.04045257896788,0.537283211808828
"Manide","cama1250",0.0476018802984535,-1.44910210173352
"Chamacoco","cham1315",0.791590315441797,0.66235771060055
"Solomon Islands Pidgin","oiji1239",-3.44609515415824,0.843604618079798
"Siwu","siwu1238",-0.772009832147838,-1.08681682083687
"Semai (Senoi)","sema1266",1.15484441290204,0.101617493266929
"Yèlî Dnye","yele1255",4.34234988143332,1.35776267730119
"Javanese, Eastern","east2801",-1.98886950188646,-1.0673255821274
"Resigaro","resi1247",2.82688553674255,0.416349482489788
"Akateko","west 2635",-1.27615815552191,0.266570480648479
"Tojolabal","tojo1241",2.08670077459821,0.640347182088713
"Chol","chol1282",2.08670077459821,0.640347182088713
"Zapotec, Juárez","sier1250",-0.191649184401364,-0.0140090022413372
"Nahuatl (Central)","cent2258",4.16625112680345,0.710770924875966
"Pancana","panc1247",-0.321494472646954,-1.46260413863194
"Cia Cia",NA,0.0476018802984535,-1.44910210173352
"Onin","omin1245",0.0476018802984535,-1.44910210173352
"Sekar","seka1249",0.0476018802984535,-1.44910210173352
"Riung, Wangka","wang1298",-1.36426838844811,-1.1995812835075
"Bunaq","buna1278",2.39361071962756,0.621842097735096
"Buma","tean1237",1.24651353436738,-1.09970204714723
"Dorig","weta1242",-0.321494472646954,-1.46260413863194
"Vurës","vute1239",-0.321494472646954,-1.46260413863194
"Mota","mota1237",0.0476018802984535,-1.44910210173352
"Rotuman","rotu1241",0.183114816941714,-0.951100825964425
"Gurindji","guri1247",2.11294110531907,-0.0402228458922354
"Kriol, Australian","krio1252",-3.44609515415824,0.843604618079798
"Itelmen","itel1242",2.81847597453622,-0.00516841164702234
"Yakkha","yakk1236",-0.513364145756173,-0.440928255872206
"Garo","garo1247",-1.48835233418693,-0.323122571261871
"Atong","aton1242",0.935079750474146,-0.322302087248529
"Kalabari","kala1381",-2.61770450551397,-0.913299618510293
"Chontal (Huamelultec Oaxaca)","lowl1260",4.87924050114523,0.80747610384723
"Yagua","yagu1244",4.53748729387301,1.04763539930016
"Kalapalo","kuik1246",2.44942653021552,0.221897284152553
"Tiriyó","trio1238",1.98200772504766,0.566504641901751
"Wai Wai","wain1244",1.98200772504766,0.566504641901751
"Katwena",NA,1.98200772504766,0.566504641901751
"Saweru","sawe1240",1.5537517888693,0.896343924860428
"Nepali","nepa1254",-3.63518143666929,3.14400348167355
"Mandarin, Taiwanese","taib1242",-0.738223642322278,-0.362308262087151
"Dutch","dutc1256",-4.43757401976108,3.71861352730758
"Dutch","dutc1256",-4.43757401976108,3.71861352730758
"Dutch","dutc1256",-4.43757401976108,3.71861352730758
"Breton","bret1244",1.06954232362271,-0.403875988121334
"Arabic (Lebanese)","stan1323",-1.31115536920785,-0.0459165941829912
"Ulwa","ulwa1239",2.17209070350786,0.826662540291506
"Miskito","misk1235",0.820950470939796,0.35088735585812
"Yahgan","yama1264",5.16701619067367,0.924647235608816
"Wayana","waya1269",1.98200772504766,0.566504641901751
"Katxuyana","kaxu1237",4.20540351362385,0.39240356400286
"Zapotec (San Lucas Quiaviní)","sanj1284",0.643341524020612,0.153116578166109
"Olutec","olut1240",3.88981006147833,0.570501313376732
"Sayultec","sayu1241",-0.903510255401623,0.450269243643855
"Zoque (Soteapan)","high1276",-0.189317242368713,-0.0480330153574708
"Berbice Dutch Creole","berb1259",2.00460813018649,-0.510734755911019
"Paicî","oaic1239",0.0476018802984535,-1.44910210173352
"Cèmuhî","cemu1238",0.0476018802984535,-1.44910210173352
"Ajië","ajie1238",-0.275102188956977,-0.841625295831782
"Xârâgurè","xara1243",1.24651353436738,-1.09970204714723
"Tangsa, Tikhak","tikh1244",-0.946668965482397,-0.359391332789049
"Arabic (Tunisian)","tuni1259",-1.31115536920785,-0.0459165941829912
"Zhuang, Southern","sout3221",1.96779791338221,0.420732857225895
"Teochew","chao1238",-0.946668965482397,-0.359391332789049
"Tswana","tswa1253",-5.0117412956131,2.13791051764903
"Vaeakau-Taumako","pile1238",-0.321494472646954,-1.46260413863194
"Tshangla","tsha1245",-1.11956750386649,-0.216747359487994
"Neo-Aramaic (Amadiya)","amad1244",-0.656489004767747,-0.226021924869383
"Kamang","kama1365",2.39361071962756,0.621842097735096
"Hmong Daw","hmon1333",1.74440597672657,0.409666163158811
"Ahmö",NA,2.29818689293249,0.389834391656234
"Manat","payn1244",1.24614040374989,-0.138282968890364
"Gimira","bene1235",-1.42835957551286,0.442671321448591
"Kinyarwanda","kiny1244",-4.43167488101641,2.19463863871242
"Toqabaqita","toab1237",-0.321494472646954,-1.46260413863194
"Cavineña","cavi1250",3.14115656872641,0.044203692512369
"English, Yat",NA,-3.44609515415824,0.843604618079798
"Mandinka","mand1436",-1.23363744337777,0.0902331546412107
"Mandinka","mand1436",-1.23363744337777,0.0902331546412107
"African-American Vernacular English","afri1276",-3.720472168165,3.20066999513598
"Arabic, Juba","suda1237",-1.31115536920785,-0.0459165941829912
"Nagovisi","sibe1248",1.16253772346972,0.847143910805637
"Yonaguni","yona1241",3.62860996178443,0.671416994535211
"Mende","mend1266",-1.73501399016233,0.408737888533632
"Obolo","obol1244",-1.90908879691238,-1.30933963024714
"Sahaptin, Yakima","yaki1237",4.60754282084467,0.844647046013784
"Warrwa","narr1258",3.96385809541175,0.35821986703273
"Nyulnyul","nyul1247",3.96385809541175,0.35821986703273
"Shua","shua1254",3.45675176732356,0.571565553327748
"Yuchi","yuch1247",4.02704827953227,1.0047483788743
"Yurok","yuro1248",3.76169679640694,-0.0877798526078522
"Karok","karo1304",3.83874635084222,0.801847739929214
"Koasati","koas1236",3.93329396209017,0.773538032234036
"Haida","haid1248",4.93118819591772,0.823331764284697
"Tlingit","tlin1245",2.72322282318164,0.562022156186653
"Tlingit","tlin1245",2.63328460950564,0.489069536737918
"Comanche","coma1245",4.39493354628681,0.62580293100415
"Tsimshian","tsim1250",2.33384106425895,0.508170215605524
"Kutenai","kute1249",3.35575076507243,0.653117710046325
"Passamaquoddy","pass1249",1.65883968044693,0.0467506616279529
"Oromo, Harar","east2652",-0.810745788478472,-0.241758336667836
"Wari’","wari1268",4.10650125760412,1.20455746019384
"Awa Pit","awac1239",1.93234504519962,0.964130792276679
"Maricopa","marl1440",2.66505654885324,0.788993027212017
"Cahuilla","cahu1264",4.67582477191837,0.63529680601113
"Fijian ","fiji1243",-1.98886950188646,-1.0673255821274
"Fijian ","fiji1243",-1.98886950188646,-1.0673255821274
"Koyraboro Senni","koyr1242",-1.86916630147663,1.59418135517717
"Igbo","nucl1417",-3.65496040818195,-1.36060077132774
"Martuthunira","mart1255",2.66638929508578,-0.387417579902857
"Ungarinjin","ngar1284",3.01726955362989,0.806603402082721
"Pitjantjatjara","pitj1243",-1.72560272663462,0.0482116147117346
"Pitjantjatjara","pitj1243",-1.72560272663462,0.0482116147117346
"Mangarrayi","mang1381",4.93502987637344,0.799203833821339
"Nubian, Dongolese","kenu1236*",4.31639211172403,1.09459512609246
"Latvian","latv1249",-5.6333136048788,3.91232985735311
"Pipil","pipi1250",2.73645964984595,0.328289867279711
"Purépecha","pure1242",-0.378100227825464,1.12340901759252
"Tarahumara, Central","cent2131",0.341866376622623,-0.091703895668675
"Squamish","squa1248",4.20578286541547,0.464079056049029
"Mixtec, Chalcatongo","west2824",1.76740784934752,0.152501010495785
"Lepcha","lepc1244",-0.628627985426382,-0.782653870678222
"Ndyuka","suri1272",-1.03324721067388,-0.363525559505207
"Chichewa","nyan1308",-4.1006410158945,-0.663563307476699
"Makua","cent2033",-1.90908879691238,-1.30933963024714
"Wichita","wich1260",3.79820347122717,0.741943745791714
"Sena","nucl1396",0.0349482867847326,-1.11304815810097
"Shona","shon1251",-2.7921558083689,-1.03035730219554
"Shona","shon1251",-2.7921558083689,-1.03035730219554
"Nez Perce","nezp1238",2.31409586387457,0.260243074367824
"Ndonga","ndon1254",-2.54718916873728,-0.722548128890393
"Sesotho","sout2807",-4.66753189047497,2.28207393432794
"Tsonga","tson 1249",-3.85160259094433,2.28873115012625
"Rama","rama1270",1.82759967020327,0.43082873813434
"Tibetan, Ladakhi","kenh1234",-0.946668965482397,-0.359391332789049
"Beja","beja1238",-0.810745788478472,-0.241758336667836
"Hup","hupd1244",0.0953983458075337,0.682014976199143
"Bagirmi","bagi1246",-2.53203260119803,1.47562534839246
"Acoma","acom1246",2.06939722653361,0.69518895975662
"Acoma","acom1246",2.11245640289137,0.754491244661724
"Sango","sang1328",-3.85160259094433,2.28873115012625
"Jakaltek","poot1235",2.08670077459821,0.640347182088713
"Cree, Plains","plai1258",0.953641555532366,0.0683596616774587
"Quechua, Imbabura","imba1237",1.98019879263061,0.564256745783736
"Khalkha","halh1238",0.636295471936871,5.08620661548097
"Lango","lang1324",-0.401908475799003,-0.436495840691416
"Luvale","luva1239",-2.43895285019624,-1.01665483256256
"Warao","wara1303",3.56716724962647,0.999343311869572
"Barasano","bara1380",-0.666021620904632,0.389423136908011
"Hixkaryana","hixx1239",1.98200772504766,0.566504641901751
"Ngiyambaa","wang1291",2.77114693965766,-0.515953477184762
"Otomi, Mezquital","mezq1235",0.643341524020612,0.153116578166109
"Qiang","qian1264",-0.513364145756173,-0.440928255872206
"Cayuvava","cayu1262",4.86754264225524,0.733702542307127
"Diola-Fogny","jola1263",-1.90908879691238,-1.30933963024714
"Bawm","baww1236",-0.513364145756173,-0.440928255872206
"Carib","gali1262",3.12945768747184,0.0398095576482441
"Epena Pedee","epen1239",1.67211239866512,1.33586318488833
"Fur","furr1244",-1.39678513589223,1.58778746861815
"Kabyle","kaby1243",-4.4312375613635,3.40607301581922
"Berber, Zuara","tuni1262",-0.643553787244067,-0.256203629572336
"Berber, Northeast Burkina Faso",NA,-0.656489004767747,-0.226021924869383
"Tatar, Volga","tata1255",3.47209168880865,0.647931006696056
"Tatar, Volga","tata1255",3.47209168880865,0.647931006696056
"Tatar, Volga","tata1255",3.47209168880865,0.647931006696056
"Tatar, Crimean","crim1257",1.98019879263061,0.564256745783736
"Udmurt","udmu1245",3.25021853448752,0.0738622942234765
"Fyem","fyam1238",0.559891616050039,-1.33570493294773
"Ika","ikaa1238",2.15413993773767,0.666295310145742
"Nkore-Kiga","nkor1241",-2.43800652835428,-1.09231857079349
"Miwok, Southern Sierra","sout2985",3.37359411444819,0.790139551670586
"Ingush","ingu1240",-1.39152844728301,0.473878068786586
"Hamtai","hamt1247",4.31639211172403,1.09459512609246
"Maba","maba1277",-0.420810909812912,0.77410397814605
"Maranungku","mara1386",3.89335750506019,0.479662615661455
"Nenets","nene1251",3.25021853448752,0.0738622942234765
"Shipibo-Konibo","ship1254",3.56461539004834,0.762383680829156
"Usan","usan1239",-0.764453261884172,-0.19829573284951
"Una","unaa1239",-1.59971693376161,0.0574679174080345
"Pomo, Southeastern","sout2984",4.54756496262158,0.705186241910754
"Chinantec, Lealao","leal1235",0.643341524020612,0.153116578166109
"Nahuatl, Tetelcingo","tete1251",4.16625112680345,0.710770924875966
"Nengone","neng1238",-0.831572993512817,-1.40468256080088
"Tepehuan, Southeastern","tepe2976",2.10819395685193,0.574995811480629
"Zulu","zulu1248",-4.69325096184839,2.66544181886791
"Zulu","zulu1248",-4.69325096184839,2.66544181886791
"Zulu","zulu1248",-4.69325096184839,2.66544181886791
"Rotokas","roto1249",1.85093450763016,0.937288700591624
"Pumi","pumi1242",-0.513364145756173,-0.440928255872206
"Bai","bail1251",-0.715082098943681,-0.384692653388176
"Innu-aimun, Sheshatshiu",NA,3.15293231149802,0.0261697337895049
"Ojibwa, Severn","seve1240",1.65883968044693,0.0467506616279529
"Chipewyan","chip1261",2.77280813141491,-0.31910198074251
"Turkmen","turk1304",-4.33396228055415,4.13370148061148
"Tibetan, Standard Spoken","tibe1272",-4.77620691956372,1.07421981796171
"Tibetan, Standard Spoken","tibe1272",-4.77620691956372,1.07421981796171
"Tibetan, Standard Spoken","tibe1272",-4.77620691956372,1.07421981796171
"Tibetan, Standard Spoken","tibe1272",-4.77620691956372,1.07421981796171
"Tibetan, Standard Spoken","tibe1272",-4.77620691956372,1.07421981796171
"Tibetan, Standard Spoken","tibe1272",-4.77620691956372,1.07421981796171
"Tibetan, Standard Spoken","tibe1272",-4.77620691956372,1.07421981796171
"Tibetan, Standard Spoken","tibe1272",-4.77620691956372,1.07421981796171
"Uyghur, Turfan","tuif1238",-1.72554212984863,0.580364743428909
"Slovene","slou1268",-3.63518143666929,3.14400348167355
"Romani, Sepecides","balk1252",-1.03324721067388,-0.363525559505207
"Romani, Sepecides","balk1252",-1.03324721067388,-0.363525559505207
"Banoni","bann1247",-0.321494472646954,-1.46260413863194
"Wik-Munkan","wikm1247",3.30014886562654,0.0351181375104813
"Lingala","ling1269",-2.73523012418601,-0.747817282224794
"Motuna","siwa1245",0.646986830637177,0.0649307691457345
"!Xun (Ekoka)","kung1261",1.38884945035739,0.838655061450217
"Itonama","iton1250",4.80311535324942,0.782579622095607
"Hyow",NA,-0.946668965482397,-0.359391332789049
"Laragia","lara1258",4.80311535324942,0.782579622095607
"Malay, Banjarese","banj1239",-2.39206322248674,-0.983439078089933
"Icelandic","icel1247",-3.58773333369999,3.11134000929327
"Italian","ital1282",-3.63518143666929,3.14400348167355
"Italian","ital1282",-3.63518143666929,3.14400348167355
"Wolof","nucl1347",-4.29246115811203,-0.6313191790967
"Kukú","kuku1246",1.97120342200247,0.44286900532899
"Bari","bari1284",-1.57384474243107,0.352817114043085
"Bari","bari1284",-1.57384474243107,0.352817114043085
"Lele","lele1276",-0.643553787244067,-0.256203629572336
"Lucazi","luch1239",-1.90956830814217,-1.33587848982404
"Kilba","huba1236",-0.643553787244067,-0.256203629572336
"Kana","khan1278",-1.04467516323358,-1.22833437868852
"Nandi","nand1266",-1.35487955694002,0.151322220670055
"Pa’a","paaa1242",-0.464979972265947,-0.304898723802476
"Shilluk","shil1265",-1.30223556838009,0.105621070521063
"Boko","boko1266",-1.23363744337777,0.0902331546412107
"Gbeya","gbey1243",-1.90908879691238,-1.30933963024714
"Gude","gude1246",-0.440530654494259,-0.581908287935045
"Herero","here1253",-1.51332613782893,-1.57159995598355
"Aghem","aghe1239",-1.90908879691238,-1.30933963024714
"Anywa","anua1242",-0.698977515650832,0.113737804474589
"Dagaare","sout2789",-2.27150735056533,-1.22715089717929
"Ajagbe","ajab1335",-1.90908879691238,-1.30933963024714
"Gidar","gida1247",-0.810745788478472,-0.241758336667836
"Margi","marg1265",-1.11110399391179,-0.320506827792383
"Mina","mina1276",-0.643553787244067,-0.256203629572336
"Nupe","nupe1256",-4.1006410158945,-0.663563307476699
"Mbay","mbay1241",2.1348877758426,0.608349674315611
"So","sooo1256",0.607946782351523,0.580421025464282
"Ngombe","ngom1269",-1.04467516323358,-1.22833437868852
"Kaka",NA,-1.90908879691238,-1.30933963024714
"CiLuba","luba1249",-2.73523012418601,-0.747817282224794
"CiLuba","luba1249",-2.73523012418601,-0.747817282224794
"Ga","gaaa1244",-1.59186882382948,-1.58910346774363
"Dangme","adan1247",-2.17849764968097,-1.21786378827732
"Tuwuli","tuwu1238",-1.90908879691238,-1.30933963024714
"Nara","nara1262",2.46973426146988,0.437219243146942
"Hamer","hame1242",1.36401018502081,0.844557086817327
"Hamer","hame1242",0.990900230456659,0.68933919083315
"Kullo",NA,-0.903510255401623,0.450269243643855
"Afar","afar1241",-1.93672928274273,0.218298088209439
"Harari","hara1271",-1.11008171272541,-0.100727784708619
"Oromo, Boraana","bora1271",-2.05961195084192,0.174849098260626
"Sidamo","sida1246",-1.07673915760192,-0.129364395016946
"Kalkatungu","kalk1246",2.66638929508578,-0.387417579902857
"Duungidjawu","duun1241",2.14075986136204,0.0145677546633208
"Arabana","arab1267",2.37859623146866,-0.0746429535569356
"Dyirbal","dyir1250",1.39646952603144,-0.13354405487481
"Malakmalak","mull1237",4.93118819591772,0.823331764284697
"Muruwari","muru1266",2.14075986136204,0.0145677546633208
"Warlpiri","warl1254",0.695652908582848,-0.445308573956083
"Yorta Yorta","yort1237",2.66638929508578,-0.387417579902857
"Yuwaalaraay","yuwa1242",2.14075986136204,0.0145677546633208
"Wangkumara","wong1246",2.50159968528651,0.0450711009907281
"Aghu Tharnggalu","aghu1254",2.50159968528651,0.0450711009907281
"Ngankikurungkurr","nang1259",3.00005677592444,0.883493303520957
"Ngankikurungkurr","nang1259",3.00005677592444,0.883493303520957
"Madngele","madn1237",4.90977805794983,0.539334674341248
"Marrithiyel","mari1424",3.89335750506019,0.479662615661455
"Bilinara","ngar1235",1.39646952603144,-0.13354405487481
"Bilinara","ngar1235",1.39646952603144,-0.13354405487481
"Bardi","bard1255",2.71547074549752,0.74820821711059
"Bandjalang, Yugumbir","yugu1249",1.39646952603144,-0.13354405487481
"Paakantyi","darl1243",2.37859623146866,-0.0746429535569356
"Makasae","maka1316",2.39361071962756,0.621842097735096
"Angal Enen","anga1294",-0.764453261884172,-0.19829573284951
"Loniu","loni1238",-0.321494472646954,-1.46260413863194
"Iyo","zyoo1238",0.600035171784426,-0.48861211791643
"Alekano","alek1238",1.96935456221854,0.00261654234480428
"Fuyug","fuyug1242",1.36109830912076,0.828744173651702
"Fore","fore1270",0.157695443265783,-0.57371796648366
"Benabena","bena1264",1.86040446662231,-0.0543975779498575
"Arapesh","arap1279",2.33152767683881,0.375746986560938
"Anggor","ango1254",1.5537517888693,0.896343924860428
"Oko","okoo1245",-1.04467516323358,-1.22833437868852
"Amanab","aman1265",4.19562474704147,1.08122942386875
"Salt-Yui","salt1242",0.135760416041284,-0.635226256927892
"Nagatman","yale1246",0.205248080129742,0.778594159534863
"Hua","huaa1250",-0.764453261884172,-0.19829573284951
"Yagaria","yaga1260",-0.764453261884172,-0.19829573284951
"Yagaria","yaga1260",-0.764453261884172,-0.19829573284951
"Waskia","wask1241",-0.764453261884172,-0.19829573284951
"Wambon","wamb1259",0.135760416041284,-0.635226256927892
"Wahgi","nucl1620",-0.764453261884172,-0.19829573284951
"Siroi","siro1249",-0.764453261884172,-0.19829573284951
"Sare","kapr1245",1.89738853006143,0.493104612532284
"Olo","oloo1241",2.07496911245957,0.402179673517601
"Mussau","muss1248",-0.831572993512817,-1.40468256080088
"Nabak","naba1256",-0.764453261884172,-0.19829573284951
"Mangap-Mbula","mbul1263",-0.831572993512817,-1.40468256080088
"Kuot","kuot1243",1.73733367519791,1.00366690387274
"Kwomtari","nucl1593",0.774263641980987,0.658669683668421
"Kunimaipa","kuni1267",0.188575495076488,0.673319210050062
"Korafe","kora1294",-0.764453261884172,-0.19829573284951
"Huli","huli1244",0.600035171784426,-0.48861211791643
"Toaripi","toar1246",0.0677730220109964,0.670598086851565
"Orokolo","orok1267",2.52642179324571,0.940338587834198
"Nyangumarda","nyan1301",0.119623777653199,-0.554979488091927
"Guugu Yimidhirr","gugu1255",0.119623777653199,-0.554979488091927
"Pitta Pitta","pitt1247",2.66638929508578,-0.387417579902857
"Yaygir","yayg1236",2.66638929508578,-0.387417579902857
"Gumbaynggir","gumb1242",0.119623777653199,-0.554979488091927
"Yukulta","gang1267",4.63552006977152,0.754178363376947
"Djapu","djap1238",2.50159968528651,0.0450711009907281
"Uradhi","urad1239",2.66638929508578,-0.387417579902857
"Nyawaygi","nyaw1247",2.66638929508578,-0.387417579902857
"Warrgamay","warr1255",2.14075986136204,0.0145677546633208
"Anguthimri","angu1242",2.14075986136204,0.0145677546633208
"Watjarri","waja1257",2.37859623146866,-0.0746429535569356
"Margany","marg1253",2.66638929508578,-0.387417579902857
"Gunya","guny1241",2.66638929508578,-0.387417579902857
"Tagbanwa, Aborlan","tagb1258",-0.517429626578897,-1.24915583300068
"Dumagat, Casiguran","casi1235",-0.831572993512817,-1.40468256080088
"Bilaan","blaa1241",-1.36426838844811,-1.1995812835075
"Adamorobe Sign Language","adam1238",-0.0525758181403086,-0.0413508827043956
"Kata Kolok","beng1239",0.547873327246972,0.101530755220699
"Indonesian Sign Language","indo1291",-0.0525758181403086,-0.0413508827043956
"British Sign Language","brit1235",0.547873327246972,0.101530755220699
"Malay, Alor","alor1247",-1.36426838844811,-1.1995812835075
"Western Pantar","lamm1241",2.39361071962756,0.621842097735096
"Tanacross","tana1290",1.65883968044693,0.0467506616279529
"Tanana, Upper","uppe1431",4.31935340315427,0.811619214018098
"Canadian, Kutchin","cana1271",4.31935340315427,0.811619214018098
"Tanaina","tana1289",4.47607473172298,0.9155543228258
"Judaeo-Arabic, Fez Moroccan","jude1265",-0.656489004767747,-0.226021924869383
"Cebuano","cebu1242",-5.11290749604306,0.342268942942357
"Tausug","taus1251",-2.39206322248674,-0.983439078089933
"Rukai, Mantauran","ruka1240",0.0476018802984535,-1.44910210173352
"Thao","thao1240",1.21105027199945,-1.24975417531002
"Yami","yami1254",0.651582018409094,-1.25544361283886
"Basay","basa1287",1.53754709310335,-1.32998437142995
"Pazeh","kulo1237",1.20616183072388,-1.09225568455086
"Selayar","sela1260",-0.321494472646954,-1.46260413863194
"Bambam","bamb1270",-0.831572993512817,-1.40468256080088
"Bugis","bugi1245",-2.39206322248674,-0.983439078089933
"Iha 2","ihaa1241",0.783937627182657,0.665944581674349
"Mbaham","baha1258",0.607946782351523,0.580421025464282
"Yarik",NA,-1.36426838844811,-1.1995812835075
"Kambran",NA,-1.36426838844811,-1.1995812835075
"Arguni","argu1237",0.0476018802984535,-1.44910210173352
"Kusunda","kusu1250",4.80311535324942,0.782579622095607
"Asmat","asma1257",0.409049898712804,-0.535868563462137
"Karen, Pwo","pwoo1239",-0.946668965482397,-0.359391332789049
"Dulong","dulo1243",-0.715082098943681,-0.384692653388176
"Tamang","nucl1729",-1.11956750386649,-0.216747359487994
"Chantyal","chan1310",-0.513364145756173,-0.440928255872206
"Hayu","wayu1241",-0.513364145756173,-0.440928255872206
"Camling","caml1239",-0.513364145756173,-0.440928255872206
"Jiarong","rgya1241",-0.715082098943681,-0.384692653388176
"Lisu","lisu1250",-1.35333303767322,-0.184070379680276
"Natchez","natc1249",1.42382908999896,0.18581344734065
"Cherokee","cher1273",1.22951137467549,1.05457735826063
"Quapaw","guap1242",3.88807499772373,0.6003377706392
"Creek","cree1270",1.27744956988848,1.47121734841294
"Creek","cree1270",1.27744956988848,1.47121734841294
"Han","hann1241",4.25771204616197,0.401724193392813
"Apache, Western","west2615",3.52807639947826,0.404568637422894
"Lule","lule1238",0.832146222765809,0.703594788868928
"Agta, Central","cent2084",-0.831572993512817,-1.40468256080088
"Hanunoo","hanu1241",-0.267259826949265,-1.47771576609291
"Ibaloi","ibal1244",-0.831572993512817,-1.40468256080088
"Kankanaey","kank1243",-0.831572993512817,-1.40468256080088
"Kinaray-a","kina1250",-1.98886950188646,-1.0673255821274
"Palawano, Brooke’s Point","broo1239",-0.831572993512817,-1.40468256080088
