"Language","Glottocode","PC1","PC2"
"Jamsay","jams1239",-1.04467516323358,-1.22833437868852
"Nubian, Kunuz","kenu1243",4.03714109237524,0.85434512767451
"Japanese","nucl1643",-5.81534285315819,4.59275368152226
"Paamese","paam1238",-0.831572993512817,-1.40468256080088
"Avava","katb1237",-0.321494472646954,-1.46260413863194
"Sie","siee1239",-0.321494472646954,-1.46260413863194
"South Efate","sout2856",-0.831572993512817,-1.40468256080088
"Anejom","anei1239",-0.831572993512817,-1.40468256080088
"Dagur","daur1238",3.86001174519808,0.771236267333788
"Mongol, Khamnigan","kham1281",3.86001174519808,0.771236267333788
"Mangghuer","tuuu1240",-0.567478070179255,0.371079936047598
"Korean","kore1280",-2.38776286061539,4.69900812499596
"Sonsorol-Tobi","sons1245",0.0476018802984535,-1.44910210173352
"Kosraean","kors1238",-3.97091199564177,-0.437052018942982
"Kiribati","gilb1244",-3.63675188077753,2.43417098134052
"Hawaiian","hawa1245",-3.90780834536479,-0.518632056988975
"Hmong Njua","hmon1264",1.899456546585,0.5155807159858
"Bisu","bisu1244",-0.715082098943681,-0.384692653388176
"Lavukaleve","lavu1241",1.73733367519791,1.00366690387274
"Klon","kelo1247",-0.72829316221803,0.445545441915255
"Tobelo","tobe1252",0.013358684242967,0.866132894290725
"Tauya","tauy1241",0.135760416041284,-0.635226256927892
"Dani, Lower Grand Valley","lowe1415",-0.764453261884172,-0.19829573284951
"Dani, Western","west2594",0.600035171784426,-0.48861211791643
"Belait","bela1260",1.24651353436738,-1.09970204714723
"Pirahà","pira1253",1.73733367519791,1.00366690387274
"Urubu-Kaapor","urub1250",-1.21879286087685,0.091593857739402
"Apalai","apal1257",1.98200772504766,0.566504641901751
"Canela-Krahô","cane1242",2.41535909085339,0.656725209377169
"Guajajara","guaj1255",-1.73388521526476,0.24773522467006
"Apurinà","apur1254",2.06828305715384,0.513501341697347
"Palikur","pali1279",2.50135898005502,0.216995347724119
"Parecís","pare1272",3.15793312325645,0.404253976114179
"Terêna","tere1281",2.34786993238193,0.507820565327604
"Campa","asha1243",1.93515025905564,0.476217767454199
"Amuesha","yane1238",1.41659910567289,0.167873035677142
"Warekena","ware1256",2.429146205992,0.388863305378559
"Amahuaca","amah1246",3.21472090597373,0.0230134001872434
"Wayampi","waya1270",-1.21879286087685,0.091593857739402
"Pashto","pash1269",-0.774321077297586,-0.436757512784933
"Spanish","stan1288",-4.43757401976108,3.71861352730758
"Spanish","stan1288",-4.43757401976108,3.71861352730758
"Portuguese","port1283",-3.63518143666929,3.14400348167355
"German","stan1295",-3.63518143666929,3.14400348167355
"German","stan1295",-3.63518143666929,3.14400348167355
"German","stan1295",-3.63518143666929,3.14400348167355
"German","stan1295",-3.63518143666929,3.14400348167355
"German","stan1295",-3.63518143666929,3.14400348167355
"German","stan1295",-3.63518143666929,3.14400348167355
"Bahnar","bahn1262",0.935972511468989,0.456126014717343
"Sedang","seda1262",0.638489300408833,-0.212504210373171
"Loven","lave1248",0.638489300408833,-0.212504210373171
"Nyaheun","nyah1249",0.638489300408833,-0.212504210373171
"Ngeq","ngeq1245",0.638489300408833,-0.212504210373171
"Ta’oih, Upper","uppe1406",0.638489300408833,-0.212504210373171
"Nung","nung1283",1.70099362168907,0.356863967558829
"Aka-Biada","akab1249",4.96428120199714,0.486875300287077
"Alamblak","alam1246",4.06976056653286,0.886386071713516
"Awara","awar1248",0.600035171784426,-0.48861211791643
"Amele","amel1241",0.135760416041284,-0.635226256927892
"Hanga Hundi","hang1263",1.59955111291663,0.309049612137391
"Awtuw","awtu1239",4.06976056653286,0.886386071713516
"Kairiru","kair1263",-0.321494472646954,-1.46260413863194
"Kiwai","kiwa1251",0.188575495076488,0.673319210050062
"Kewa","kewa1250",-0.764453261884172,-0.19829573284951
"Kobon","kobo1249",-0.764453261884172,-0.19829573284951
"Imonda","imon1245",4.19562474704147,1.08122942386875
"Korowai","koro1312",0.600035171784426,-0.48861211791643
"Koiari","koia1261",4.39708681184669,1.09508818211675
"Kombai","komb1271",0.135760416041284,-0.635226256927892
"Marind (-Amin/Anim)","nucl1622",1.83696523062596,0.341203754456295
"Yelmek","yelm1241",3.20625516963751,0.68558441076083
"Mombum","nucl1452",3.20625516963751,0.68558441076083
"Yei","yeii1239",3.19014825146768,0.428185538738816
"Boazi","boaz1244",-0.738324731856125,0.452223501516574
"Yaqay","yaga1246",2.75923182025536,0.629098534581955
"Aghu","aghu1255",0.600035171784426,-0.48861211791643
"Kati","kati1270",0.600035171784426,-0.48861211791643
"Mee  (ekari)","meee1238",-0.764453261884172,-0.19829573284951
"Moni","moni1261",-0.764453261884172,-0.19829573284951
"Kamoro","kamo1255",0.561957144466648,-0.615627689496111
"Aleut, Eastern","east2533",3.22387481377231,0.782731914503881
"Kammu (khmu)","khmu1256",0.935972511468989,0.456126014717343
"Tokelau","toke1240",0.670798160497241,-0.704381519246841
"Cantonese","cant1236",-1.91328697068384,0.114545932046387
"Hokkien","minn1241",-1.98220021268646,1.7697887987212
"Malay, Nonthaburi",NA,-1.36426838844811,-1.1995812835075
"Fijian, Boumaa","fiji1243",-1.98886950188646,-1.0673255821274
"Fijian, Boumaa","fiji1243",-1.98886950188646,-1.0673255821274
"Leti","leti1246",1.24651353436738,-1.09970204714723
"Ket","kett1243",2.30197988207896,-0.55536293701311
"Yukaghir, Kolyma","koli1247*",3.15374318565702,0.562799191126768
"Acehnese","achi1257",0.0476018802984535,-1.44910210173352
"Bajau, West Coast","west2560",0.0476018802984535,-1.44910210173352
"Bonggi","bong1289",0.0476018802984535,-1.44910210173352
"Mualang","mual1241",-0.831572993512817,-1.40468256080088
"West Greenlandic","kala1399",2.10464045627558,4.15855322614486
"West Greenlandic","kala1399",2.10464045627558,4.15855322614486
"West Greenlandic","kala1399",2.10464045627558,4.15855322614486
"Yupik, Siberian","cent2128",3.31333878151986,0.70566298448861
"Yupik, Siberian","cent2128",4.08364099651639,0.887713878887984
"Yupik, Siberian","cent2128",3.31333878151986,0.70566298448861
"Yupik, Siberian","cent2128",4.08364099651639,0.887713878887984
"Tatana’","tata1257",0.0476018802984535,-1.44910210173352
"Alutor","alut1245",4.84818090175527,0.790199628088315
"Chukchi","chuk1273",4.03341695259219,0.856457229382529
"Central Tagbanwa","cent2090",1.20616183072388,-1.09225568455086
"Ivatan","ibat1238",-1.98886950188646,-1.0673255821274
"Bikol","biko1240",-1.36426838844811,-1.1995812835075
"Sambal, Botolan","boto1242",-0.831572993512817,-1.40468256080088
"Isnag","isna1241",-1.98886950188646,-1.0673255821274
"Kalinga, Limos","limo1248",-1.98886950188646,-1.0673255821274
"Karao","kara1487",-0.831572993512817,-1.40468256080088
"Sarangani Manobo","sara1327",-0.831572993512817,-1.40468256080088
"Zapotec, Zoogocho","zoog1239",1.76740784934752,0.152501010495785
"Irish","iris1263",-0.573680046058006,-0.501036283657997
"Hungarian","hung1263",-4.1515592353861,4.06266501690479
"Basque","basq1248",-0.276341682946092,0.891123644038468
"Basque","basq1248",-0.276341682946092,0.891123644038468
"Basque","basq1248",-0.276341682946092,0.891123644038468
"Basque","basq1248",-0.276341682946092,0.891123644038468
"Basque","basq1248",-0.276341682946092,0.891123644038468
"Basque","basq1248",-0.276341682946092,0.891123644038468
"Basque","basq1248",-0.276341682946092,0.891123644038468
"Basque","basq1248",-0.276341682946092,0.891123644038468
"Basque","basq1248",-0.276341682946092,0.891123644038468
"Basque","basq1248",-0.276341682946092,0.891123644038468
"Basque","basq1248",-0.276341682946092,0.891123644038468
"Swedish","swed1254",-3.63518143666929,3.14400348167355
"Swedish","swed1254",-3.63518143666929,3.14400348167355
"Romanian","roma1327",-3.63518143666929,3.14400348167355
"Romanian","roma1327",-3.63518143666929,3.14400348167355
"Bulgarian","bulg1262",-3.54560915430242,4.03556821709006
"Lithuanian","lith1251",-4.58595844239659,3.6621025285602
"Greek","gree1276",-3.63518143666929,3.14400348167355
"Albanian","alba1267",-3.63518143666929,3.14400348167355
"Swahili","swah1253",-3.85160259094433,2.28873115012625
"Mbugu","mbug1240",0.883658236659554,-0.179451780610478
"Konso","kons1243",-2.36792458675927,-0.680724349881476
"Seereer","sere1260",-2.8997396506801,-0.963174843771006
"Aghul","aghu1238",2.1702999940971,0.770440262141466
"Archi","arch1244",1.36787197734556,0.389158965292544
"Russian, Daghestanian","dagh1238",-3.44609515415824,0.843604618079798
"East Futunan","east2447",-0.599270498413743,-0.927875476319539
"Drehu","dehu1237",-2.12537548335312,-1.08798092554095
"Adyghe","adyg1241",-0.714307775636744,0.725364233876396
"Adyghe","adyg1241",-0.714307775636744,0.725364233876396
"Adyghe","adyg1241",-0.714307775636744,0.725364233876396
"Mapudungun","mapu1245",0.724324576942024,-0.378727674255515
"Blackfoot","siks1238",4.31935340315427,0.811619214018098
"Quechua, Ayacucho","ayac1239",-1.59644169355926,0.485099687967924
"Quechua, Bolivian","sout2991",1.98019879263061,0.564256745783736
"Quechua, Cuzco","cusc1236",-3.23448820941845,1.79270500647605
"Kiowa","kiow1266",2.72417225436296,0.819971728149623
"Mor","morb1239",3.13347857805566,0.72603146486234
"Yawa","nucl1454",-0.280540533813667,0.9340769372003
"Belhare","belh1239",-0.513364145756173,-0.440928255872206
"Moskona","mosk1236",-0.205740155172516,0.933376914341096
"Kaluli","kalu1248",0.0594746056443455,0.644743257730055
"Oirata","oira1263",3.78971201189974,0.822772561166161
"Tawala","tawa1275",-0.831572993512817,-1.40468256080088
"Manambu","mana1298",4.06976056653286,0.886386071713516
"Yimas","yima1243",4.10918001175659,0.917892947637582
"Wardaman","ward1246",2.33384106425895,0.508170215605524
"Limilngan","nucl1327",4.90977805794983,0.539334674341248
"Yidiny","yidi1250",2.37859623146866,-0.0746429535569356
